split,audio_path,syllabary,target
train,training_data/processed/sentence_audio/Sentence_for_entry_0014.wav,ᏦᎢ ᎢᏳᏩᎩᏗ ᎠᏓᏙᎵᏍᏗᏍᎪ ᏏᎦ,tso'i iyuwakhti atatolihstihsko hsika
train,training_data/processed/sentence_audio/Sentence_for_entry_1167_02.wav,ᏫᏓᏂᏰᎵᏍᎬᎢ ᎢᎪᎯᏓ ᏩᏇᏙᎸᎢ,witaniyelihskv'i ikohita wakwetolv'i
train,training_data/processed/sentence_audio/Sentence_for_entry_1697.wav,ᎤᎾᎳᏍᎦᎸᏗ ᎢᏕᎾ,unalahskalhti itena
train,training_data/processed/sentence_audio/Sentence_for_entry_1689.wav,ᏙᏳ ᎤᎵᏏᎦ ᎪᎯ ᎤᏒᎢ,toyu ulhsihka khohi uhsv'i
train,training_data/processed/sentence_audio/Sentence_for_entry_0109.wav,ᎯᎠ ᎠᏓᏥ ᎣᎩᎾᎵᎢ,hi'a atatsi okinali'i
train,training_data/processed/sentence_audio/Sentence_for_entry_0511.wav,ᏥᏈᏍᏗ ᏄᎾᏛᏅ ᏴᏫ ᎤᏯᏙᏢ ᎠᎵᏍᏓᏴᏗ,tskwihsti nunatvnhv yvwi uyatholhv alhstayhti
train,training_data/processed/sentence_audio/Sentence_for_entry_0816.wav,ᏌᎷᏱ ᎤᎾᎦᏎᏍᏗ ᎦᏚᏏ ᏓᏁᏛᏍᎪ ᏧᎾᎦᏙᏗᎢ,saluyi unakhsehsti katuhsi tanethvhsko tsunakhthohti'i
train,training_data/processed/sentence_audio/Sentence_for_entry_1369.wav,ᏃᏊ ᏍᏕᏅᏍᏗ ᎤᏚᎵᎭ,nokwu hstenvhsti utuliha
train,training_data/processed/sentence_audio/Sentence_for_entry_0676.wav,ᏗᎦᎶᎩᏍᎩ ᎤᏫᏒᏅ ᎤᎧᏲᏐᏅ ᎾᎦᏍᎬᎾ ᎨᏒ ᎢᏳᏍᏗ,tikalokihski uwhihsvnv ukhayohsonhv nakahskvna kehsv iyuhsti
train,training_data/processed/sentence_audio/Sentence_for_entry_0063.wav,ᎢᏤ ᏗᎪᏪᎶᏗ ᎤᏕᎸ ᏗᏕᏠᏆᏍᎩ,itse tikowheloti utelv titelhohkwahski
train,training_data/processed/sentence_audio/Sentence_for_entry_1790.wav,ᎠᎩᏄᎸᏅ ᏗᎩᏐᎯᏍᏗ ᎤᏪᏴᎢ ᏍᏓᏱ ᎦᏃᎱᎩᏍᎬ ᎢᏳᏍᏗ,akinulvnhv tikihsohihsti uweyv'i hstayi kanohukihskv iyuhsti
train,training_data/processed/sentence_audio/Sentence_for_entry_0033.wav,ᎤᎾᎳᏍᎦᎵᏗ ᏳᏟᎢᎶᏝ ᎠᏓᎴᏂᏍᎪ ᎠᎾᎳᏍᎦᎵᏍᎬᎢ,unalahskalhti yulhilolha atalenihsko analahskalihskv'i
train,training_data/processed/sentence_audio/Sentence_for_entry_0985.wav,ᏑᏟᎶᏓ ᎢᏳᏓᏅᎯᏓ ᎤᏩᏌᏙᏴ ᏓᏆᎴᎳ ᎩᎳ ᎤᏂᎩᏒᎢ,sulhilota iyutanvhita uwahsatoyhv takwalela khila unhikihsv'i
train,training_data/processed/sentence_audio/Sentence_for_entry_0900.wav,ᎦᏙᎯ ᎠᏔᎴᏒ ᎤᎸᏅ ᎢᎾᏓ ᎤᎵᏬᏨᎢ,katohi athalehsv ulvnv inata uliwhotsv'i
train,training_data/processed/sentence_audio/Sentence_for_entry_1173.wav,ᎤᏪᏘ ᏓᏆᎴᎳ ᏧᎲ ᎠᏎᏃ ᏃᏊ ᎢᏤ ᎤᎭ,uwethi takwalela tsuhv ahsenho nokwu itse uha
train,training_data/processed/sentence_audio/Sentence_for_entry_0341.wav,ᎦᏬᏂᏍᎩ ᎦᏙᎬ ᎾᎥ ᎤᎵᏍᏛᏡᏅᎢ,kawonihski katokv na'v ulhstvlhunv'i
train,training_data/processed/sentence_audio/Sentence_for_entry_1083.wav,ᏱᏚᏯᎨᏗᏐᎿ ᏄᎾ ᎠᎼᎯ ᏕᎫᎯᎶᏍᎪᎢ,yituyhahkhetsonha nuna amohi tekuhilohsko'i
train,training_data/processed/sentence_audio/Sentence_for_entry_1327.wav,ᎡᎵᏊᏍ ᎩᎶ ᏯᎩᏃᎯᏍ ᏂᎦᎵᏍᏔᏅᏍᎬ,elikwuhs khilo yakhinohihs nikalhsthanvhskv
train,training_data/processed/sentence_audio/Sentence_for_entry_1293.wav,ᎦᏙ ᎤᏍᏗ ᏕᎯᎯᏍᏗᏍᎪ ᎧᏂᏈᏌ,kato uhsti tehihihstihsko khanikwhsa
train,training_data/processed/sentence_audio/Sentence_for_entry_0475.wav,ᎯᎳ ᎢᏳᏕᏘᏴᏓ ᏤᏥ ᎠᏔᏄᏣ,hila yutethiyvta tsetsi athanutsa
train,training_data/processed/sentence_audio/Sentence_for_entry_0480.wav,ᎤᏪᏥ ᎠᏧᏣ ᎠᏔᏬᎠ,uwetsi atshutsa athawo'a
train,training_data/processed/sentence_audio/Sentence_for_entry_0112.wav,ᎠᏛᏁᎵᏍᎩ ᎢᏳᎵᏍᏙᏗ ᎠᏕᏠᏆᎠ ᏗᏕᏠᏆᏍᎩ,atvnelihski yulhstohti atelhohkwa'a titelhohkwahski
train,training_data/processed/sentence_audio/Sentence_for_entry_1427.wav,ᏍᏕᏱᏓ ᎪᏢᏔᏅ ᎠᏓᏁᏐᎳᏕᏗ ᎤᏃᏢᎭ,steyita kolhvhthanv atanehsolatehti unolhvha
train,training_data/processed/sentence_audio/Sentence_for_entry_0512.wav,ᎦᏟᏆᏍᎪ ᏦᎢ ᎤᏕᏘᏴᏌᏗᏒᎢ ᎠᏯᏙᎯᎯ ᏄᎵᏍᏔᏅᎢ,kalhkwahsko tso'i utethiyvhsatihsv ayathohihi nulhsthanv'i
train,training_data/processed/sentence_audio/Sentence_for_entry_1584.wav,ᎠᏂᏴᏫᏯ ᏧᎩᏓᏟ ᏚᎾᏗᎵᎪᎢ,aniyvwiya tsukitalhi tunatilhko'i
train,training_data/processed/sentence_audio/Sentence_for_entry_1374.wav,ᏫᎵ ᏄᏓᎴ ᏓᏆᎴᎳ ᎤᎭ,wili nutale takwalela uha
train,training_data/processed/sentence_audio/Sentence_for_entry_0308.wav,ᎠᎳᏑᏟᏗ ᏚᎸᏫᏍᏓᏁᎲ ᎤᎴᏅᎲ ᏗᏘᏲᎯᎯ,alahsulhti tulvwhihstanehv ulenvhv tithiyohihi
train,training_data/processed/sentence_audio/Sentence_for_entry_1517.wav,ᎤᏙᎯᏳ ᎠᏎ ᎤᏓᎨᏳᏎᎢ,utohiyu ahse utakeyuhse'i
train,training_data/processed/sentence_audio/Sentence_for_entry_1750.wav,ᎪᎱᏍᏗ ᎠᎪᏎᎸᏁᎳ ᎤᏔᏝᏬᏒᎢ,kohuhsti akohselvnela uthalhawohsv'i
train,training_data/processed/sentence_audio/Sentence_for_entry_1823.wav,ᎭᏢ ᏩᎩᏗᏍᏗ ᏣᏚᎵ ᎯᎠ ᎧᏁᏌᎢ,halhv wakitihsti tsatuli hi'a khanehsa'i
train,training_data/processed/sentence_audio/Sentence_for_entry_1673.wav,ᏦᏍᏓᏓᏅᏟ ᎤᎵᏥᏍᏆᏁᏓ ᎤᏍᏘᎦ,tsohstatanhvtlhi ultsihskwaneta uhsthihka
train,training_data/processed/sentence_audio/Sentence_for_entry_1765.wav,ᏥᏈᏍᏗ ᏳᎵᏍᏓᏴᎿ ᎤᏩᎫᎴᎪᎢ,tskwihsti yulhstayvnha uwakhuleko'i
train,training_data/processed/sentence_audio/Sentence_for_entry_0369.wav,ᏁᎳᏚᏊ ᏄᏕᏘᏴᎭ ᎤᏁᎳᏛᎢ ᎣᎩᎾᎵᎢ,nelatukwu nutethiyvha uneltv okinali'i
train,training_data/processed/sentence_audio/Sentence_for_entry_1068.wav,ᎪᏍᏗᏳᏟ ᎦᎷᏯᏍᏗ ᎬᏗᏍᎬ ᎠᏓ ᏓᏍᎷᏯᏍᎬᎢ,kohstiyutlhi kaluyhsti khtihskv ata tahslhuyhskv'i
train,training_data/processed/sentence_audio/Sentence_for_entry_0387.wav,ᎩᎦᎨ ᏗᎪᏪᎶᏗ ᎬᏗ ᎤᏍᏓᏅᎿᏅᎢ,kikake tikowheloti kvhti uhstanvnhanv'i
train,training_data/processed/sentence_audio/Sentence_for_entry_1680.wav,ᎤᎦᎿᏂᏕᎾ ᎢᏳᏍᏗ ᎤᎶᎩᎳ,ukanhanitena iyuhsti ulokila
train,training_data/processed/sentence_audio/Sentence_for_entry_0565.wav,ᎯᎳ ᎢᏯᎦᎸᎳᏗ ᎡᎵᏊ ᏱᏕᎭᎵᏔᏚᎦ,hila iyakalvlti elikwu yitehalhthatuka
train,training_data/processed/sentence_audio/Sentence_for_entry_0990_01.wav,ᎠᏍᏘ ᎦᏌᏁᎾᏛᏍᎦ ᏴᎩᎢ,ahsthi kahsanenatvhska yvki'i
train,training_data/processed/sentence_audio/Sentence_for_entry_0040.wav,ᎠᎵᏍᏓᏴᏗ ᎠᏓᏁᏢ ᏚᏁᎸ ᏧᏂᏲᏏᏍᎩ,alhstayhti atanelhv tunhelv tsuniyohsihski
train,training_data/processed/sentence_audio/Sentence_for_entry_0978.wav,ᏦᏍᎪ ᏦᎢ ᎪᏪᎵ ᎦᏅᏅ ᎾᎥ ᏥᏁᎳ,tsohsko tso'i kowheli kanvnhv na'v tsinela
train,training_data/processed/sentence_audio/Sentence_for_entry_1291.wav,ᎠᏂᏍᎬᏘ ᏥᎧᎸ ᎠᏥᏰᏝᎸ ᎧᏂᎨᏂ,anhskvthi tsikha'lv atsiyelhalv khanikeni
train,training_data/processed/sentence_audio/Sentence_for_entry_0811.wav,ᏗᏎᎯᏍᏗ ᎦᏚ ᎠᏝᎭ ᎠᏓᎨᏗ,tihsehihsti katu alhaha atakhehti
train,training_data/processed/sentence_audio/Sentence_for_entry_1741.wav,ᏂᎪᎯᎸ ᎤᏓᏅᎦᎸᏓ ᎨᏐ ᎤᏍᏘᎬᎢ,nikohilv utanvkalvta kehso uhsthihkv'i
train,training_data/processed/sentence_audio/Sentence_for_entry_0222.wav,ᎭᏢ ᎯᏰᎦ ᏍᏆᏞᏍᏗ,halhv hiyheka hskwalhehsti
train,training_data/processed/sentence_audio/Sentence_for_entry_1072.wav,ᎢᎾᏓ ᎤᏍᎦᎵᏨ ᎦᏅᏍᎨᏂ ᎤᏬᏘᏒᎢ,inata uhskalhtsv kanvhskeni uwothihsv'i
train,training_data/processed/sentence_audio/Sentence_for_entry_0471.wav,ᎯᏔᎳᏛ Ꮎ ᏥᏳ ᎭᏑᏃᏅᎢ,hihthala'tv na tsiyu hahsunhonhv'i
train,training_data/processed/sentence_audio/Sentence_for_entry_1562.wav,ᎤᏙ ᎤᏩᏛᎯᏙᎭ ᏒᎾᏙᏓᏆᏍᏗ ᎢᎪᎯᏓ,uto uwhahthvhito hsvntotakwahsti ikohita
train,training_data/processed/sentence_audio/Sentence_for_entry_1489.wav,ᏔᎵ ᎢᏗᎳᏑᎶ ᏚᏩᎯ,tha'li itilahsulo tuwhahi
train,training_data/processed/sentence_audio/Sentence_for_entry_0585.wav,ᏱᏚᎦᏘᏅᏕᏌ Ꮭ ᎣᏍᏓ ᏯᎪᏩᏘᏍᎪᎢ,yitukhthinvtehsa lha ohsta yakowhthihsko'i
train,training_data/processed/sentence_audio/Sentence_for_entry_1462.wav,ᏐᎯ ᏕᎫᏖᏍᎪ ᎤᎵᎪᎲᏍᏗ,sohi tekuthehsko ulikohvhsti
train,training_data/processed/sentence_audio/Sentence_for_entry_0125.wav,ᎠᎦᏯᎷᏗ ᎠᏅᏗᏍᎪ ᏥᏍᏛᎾ ᏓᏂᏂᏱᏍᎬ ᎠᏂᏣᎳᎩ,akayaluti anhtihsko tsihstvna taniniyihskv anitsalaki
train,training_data/processed/sentence_audio/Sentence_for_entry_1292.wav,ᏥᏚᎬ ᎢᎦ ᏓᏥᏂᏝᏂ ᏥᎪᎥᎢ,tsithukv ika tatsinilhani tsiko'v'i
train,training_data/processed/sentence_audio/Sentence_for_entry_0394.wav,ᎦᏙ ᎦᎵᏍᏓ ᎠᏍᏙᏍᎩᎢ,kato kalhsta ahstohski'i
train,training_data/processed/sentence_audio/Sentence_for_entry_0558.wav,ᏧᏂᎳᏫᏍᏗ ᏕᎨᎦᏨᏍᏔᏅ ᏐᎢ ᏥᎧᎸᎢ,tsunilawihsti tekekatsvhsthanv hso'i tsikha'lv'i
train,training_data/processed/sentence_audio/Sentence_for_entry_1082.wav,ᎫᏇ ᏧᏂᏲᎯ ᏴᏓᎭ ᎤᏅᏌ ᏓᎾᏓᏲᏍᏙᏗᏍᎪᎢ,kuhkwe tsuniyhohi yvtaha unvhsa tanatayohstohtihsko'i
train,training_data/processed/sentence_audio/Sentence_for_entry_1117.wav,ᎤᎵᏣᏗ ᎧᎵ ᏚᏩᏍᏆᎶᎥ ᏐᎯ,ulhtsa'ti khali tuwahskwalo'v hsohi
train,training_data/processed/sentence_audio/Sentence_for_entry_0143_01.wav,ᎣᎩᎾᎵᎢ ᏂᏓᏳᏅᏅ ᎪᏪᎵ ᏥᎪᎵᏰᎠ,okinali'i nitayunvnv kowheli tsikoliye'a
train,training_data/processed/sentence_audio/Sentence_for_entry_0078.wav,ᏗᎪᏪᎵ ᎦᏍᎩᎸ ᏚᏝᎥ ᏚᏗᎦᎴᏴ ᏗᎪᏪᎶᏗ ᎤᏯᎳ,tikowheli kahskilv tulha'v tutikaleyv tikowheloti uyhala
train,training_data/processed/sentence_audio/Sentence_for_entry_0857.wav,ᏌᏊ ᏪᏌ ᏥᏯᎧᏁᎭ,sakwu wehsa tsiyakhaneha
train,training_data/processed/sentence_audio/Sentence_for_entry_0876.wav,ᎭᏢ ᏣᏕ ᎦᎶᎪᏗ,halhv tsa'te kalokoti
train,training_data/processed/sentence_audio/Sentence_for_entry_1023_02.wav,ᎤᎾᎵᎪᏒ ᎤᎾᏓᏠᏌ ᎤᏁᏡᏅ ᎠᎾᎳᏍᎦᎵᏍᎩ,unalikohsv unatalhohsa unelhunhv analahskalihski
train,training_data/processed/sentence_audio/Sentence_for_entry_1194.wav,ᏦᎢ ᎢᏳᎾᏙᏓᏆᏍᏗ ᎢᎪᎯᏓ ᏗᏙᎳᏅᏍᏗ ᏚᏮᏔᏅᎢ,tso'i iyunatotakwahsti ikohita titolanvhsti tuwhthanv'i
train,training_data/processed/sentence_audio/Sentence_for_entry_1640.wav,ᎩᎶ ᎤᏴᏍᏕᏍᎩ ᎤᎿᏬᏨ ᎪᎳ ᏥᎨᏒᎢ,khilo uyhvhstehski unhawotsv kola tsikehsv'i
train,training_data/processed/sentence_audio/Sentence_for_entry_0258.wav,ᎠᏥᎾ ᏂᎪᎯᎸ ᎢᏤ ᎨᏐᎢ,atsina nikohilv itse kehso'i
train,training_data/processed/sentence_audio/Sentence_for_entry_0166.wav,ᎦᏙ ᎤᏍᏗ ᎯᎯᏙᎭ,kato uhsti hihitoha
train,training_data/processed/sentence_audio/Sentence_for_entry_0732.wav,ᏙᏓᏉᏅ ᏒᎾᏙᏓᏆᏍᏗ ᏛᎦᎷᏥ,totakwonhv hsvnatotakwahsti tvkaluhtsi
train,training_data/processed/sentence_audio/Sentence_for_entry_0502.wav,ᎯᏯᏛᏛᎲᎦ ᏂᏗᏛᏁᎵᏒᎢ,hiyathvtvhvka nititvnelihsv'i
train,training_data/processed/sentence_audio/Sentence_for_entry_0364.wav,ᎤᎵᏬᏨ ᎠᎾᎦᎵᏍᎩ ᎤᏄᎸᏅ ᎤᏂᎩᏍᏙᏗ ᏓᏆᎴᎳ,uliwhotsv anakalihski unulvnhv unhikihstohti takwalela
train,training_data/processed/sentence_audio/Sentence_for_entry_0850.wav,ᎤᏪᏘ ᎠᎿᏬ ᎤᏩᏣᎦᎸᎲ ᏓᏆᎴᎳ ᎤᏅᎦᎸᏙᏗ,uwethi anhawo uwatsakalvhv takwalela unvkalhtohti
train,training_data/processed/sentence_audio/Sentence_for_entry_1732_01.wav,ᎢᎦᏓ ᎤᏂᏍᎦᏃᎵ ᎨᏐ ᎤᎾᏛᏅᎢᏍᏙᏗᎢ,ikata unihskanoli kehso unatvnv'ihstohti'i
train,training_data/processed/sentence_audio/Sentence_for_entry_0202_02.wav,ᎢᏤ ᎠᎾᎦᎵᏍᎩ ᎤᏝᎾ ᎠᎯᏓ ᎤᏂᎩᏒ ᏓᏆᎴᎳ,itse anakalihski ulhana ahita unhikihsv takwalela
train,training_data/processed/sentence_audio/Sentence_for_entry_1496.wav,ᎯᎳ ᎢᎦ ᏔᎹᏟ ᏕᏣᏚᎵᎭ,hila ika thamalhi tetsatuliha
train,training_data/processed/sentence_audio/Sentence_for_entry_0731.wav,ᎯᎳ ᎢᏏᎾᎴ ᎭᏗᏗᏍᎪ ᏙᏓᏈᏕᎾ ᏑᎾᎴᎢ,hila ihsinale hatitihsko totakwiten hsunale'i
train,training_data/processed/sentence_audio/Sentence_for_entry_1752.wav,ᎤᏔᏂ ᎯᎠ ᎠᎿᏬ,uthani hi'a anhawo
train,training_data/processed/sentence_audio/Sentence_for_entry_1209.wav,ᏥᏍᏛᎾ ᏗᎩᏯᎷᎦ,tsihstvna tikiyhaluka
train,training_data/processed/sentence_audio/Sentence_for_entry_1623.wav,ᏧᏠᏱᎭ ᏚᎾᏄᏬ ᎠᏂᏲᏍᎩ,tsulhoyiha tunanhuwo aniyohski
train,training_data/processed/sentence_audio/Sentence_for_entry_0363.wav,ᏥᏈᏍᏗ ᎠᎾᎦᎵᎭ ᏙᏱ ᏗᏁᎶᏗᎢ,tskwihsti anakaliha toyi tinelhti'i
train,training_data/processed/sentence_audio/Sentence_for_entry_0036.wav,ᎩᏟ ᏓᏑᏫᏍᎬ ᎤᏛᎦᎾ ᎤᏓᎾᏫᏍᏔᏅᎢ,kilhi tahsuwhihskv uthvkana utanawhsthanv'i
train,training_data/processed/sentence_audio/Sentence_for_entry_1109.wav,ᎠᎦᎵᏍᎬ ᎤᏩᎾᏬᏔᎾ ᎤᏅᏥ ᏝᏬᏚᎯ ᏄᎵᏍᏔᏅᎢ,akalihskv uwanawohthana unhtsi lhawothuhi nulhsthanv'i
train,training_data/processed/sentence_audio/Sentence_for_entry_1357.wav,ᏗᎦᏙᎬ ᎾᎥ ᏩᎴᎲᎦ,tikatokv na'v whalehvka
train,training_data/processed/sentence_audio/Sentence_for_entry_0845.wav,ᎢᎾᏓ ᎤᎵᏬᏨ ᎦᏂᏙᎭ,inata uliwhotsv kanhitoha
train,training_data/processed/sentence_audio/Sentence_for_entry_0881.wav,ᎦᎶᏂ ᎧᎸ ᎤᏕᏘᏱᏍᎩ,ka'lonhi khalv utethiyihski
train,training_data/processed/sentence_audio/Sentence_for_entry_0192.wav,ᎦᏓᎭ ᏄᎵᏍᏔᎾ ᎤᏄᏮ ᎤᎿᏩᎢᏴᏒᎢ,kataha nulhsthana unhuwv unhawa'iyvhsv'i
train,training_data/processed/sentence_audio/Sentence_for_entry_1700.wav,ᎤᎾᎵᎪᏗ ᏧᎾᎵᎪᏒ ᏥᏥᎪᎥ ᎪᎯ,unalikhti tsunalikohsv tsitsiko'v khohi
train,training_data/processed/sentence_audio/Sentence_for_entry_1063.wav,ᏔᎵᏍᎪᎯ ᏗᎪᎦᏍᏗ ᏕᎦᎶ ᏌᏊ ᏂᏕᎦᏇᏅᏒᎢ,thalhskohi tikokhsti tekalo hsakwu nitekakwhenhvhsv'i
train,training_data/processed/sentence_audio/Sentence_for_entry_0287.wav,Ꮭ ᎪᎱᏍᏗ ᏯᏆᏚᎵ ᏥᎦᏖᏃᎵᏙᎭᏊ,lha kohuhsti yakwatuli tsikathenolitohakwu
train,training_data/processed/sentence_audio/Sentence_for_entry_1343.wav,ᎦᏙ ᏣᏛᏁᏗ ᏕᏧᎪᏓ ᎦᏰᏉᏂ ᏅᎩᏁᎢ,kato tsatvnhti tetsukhta kayekwoni nvhkine'i
train,training_data/processed/sentence_audio/Sentence_for_entry_1389.wav,ᏅᎩᏁ ᎢᎦ ᎢᎮᏙᎸᎢ,nvhkine ika ihetolv'i
train,training_data/processed/sentence_audio/Sentence_for_entry_0277.wav,ᎦᏅᎯᏓ ᎠᎦᏐᏍᎬ ᎠᎦᏐᏍᎪ ᎠᎹ ᏳᏁᎩᏎᎾ,kanvhita akhsohskv akhsohsko ama yunekihsena
train,training_data/processed/sentence_audio/Sentence_for_entry_0395.wav,Ꮎ ᏗᏓᏍᏙᏰᏍᎩ ᎤᏪᏥ ᎠᏧᏣ ᎠᏍᏙᏰᏍᎪᎢ,na titahstoyehski uwetsi atshutsa ahstoyehsko'i
train,training_data/processed/sentence_audio/Sentence_for_entry_0025_01.wav,ᎤᏃᏍᎩᏒ ᎠᎫᎢᏍᏔᎾ ᎤᏓᏱᎸᎢ,unohskihsv aku'ihsthana utayhilv'i
train,training_data/processed/sentence_audio/Sentence_for_entry_0581.wav,ᏗᎾᎦᎵᏍᎩ ᏧᏯᏅ ᏚᎦᏒᏍᏔᏅ ᏚᏖᏴᏌ,tinakalihski tsuyanv tukhsvhsthanv tutheyvhsa
train,training_data/processed/sentence_audio/Sentence_for_entry_0578.wav,ᎪᎯᏓ ᎤᎵᏏᎬ ᏴᏯᎠ ᏱᏛᎨᏩᎦ,kohita ulhsihkv yvya'a yitvkhewaka
train,training_data/processed/sentence_audio/Sentence_for_entry_1793.wav,ᎤᏬᏚᎯ ᏓᏆᎴᎳ ᎠᏥᏁᎸ ᏚᏍᏆᏓ,uwotuhi takwalela atsinelv tuhskwa'ta
train,training_data/processed/sentence_audio/Sentence_for_entry_1073.wav,ᎪᏛ ᎾᎥ ᏕᎩᏃᏞᏍᏗ,kothv na'v tekinolhehsti
train,training_data/processed/sentence_audio/Sentence_for_entry_1791.wav,ᎠᏏᎳᏛ ᏚᏢᏅ ᏧᏬᏕᏫᏓ ᏗᎿᏬ,ahsila'tv tutlhvnv tsuwotewhita tinhawo
train,training_data/processed/sentence_audio/Sentence_for_entry_0110.wav,ᎦᏙ ᎭᏛᏁᎮᏍᏗ ᏙᏓᏈᏕᎾ,kato hatvnehehsti totakwitena
train,training_data/processed/sentence_audio/Sentence_for_entry_1786.wav,ᎤᏪᎳ ᎬᏂᏍᏗᎭ,uwela kvnhihstiha
train,training_data/processed/sentence_audio/Sentence_for_entry_0201.wav,Ꮎ ᏗᏁᏍᎨᏍᎩ ᎤᏔᎾ ᏥᏔᎩ ᎤᏂᏴᏍᏗ ᎤᏁᏍᎨᎲᎢ,na tinhehskehski uthana tsithaki uniyvhsti unhehskehv'i
train,training_data/processed/sentence_audio/Sentence_for_entry_0984.wav,ᎦᏅᏬ ᎤᏪᎯᏍᏓᏁ ᎠᏍᏓᏴ ᎤᏗᏅᏒ ᏍᏆᏞᏍᏗ,kanvwo uwehihstane ahstayv utinvhsv hskwalhehsti
train,training_data/processed/sentence_audio/Sentence_for_entry_0840.wav,ᏍᏕᏱᏓ ᎬᏗ ᏥᏯᎸᎸ ᎠᏴᎩ,steyita kvhti tsiya'lvlv ayhvkhi
train,training_data/processed/sentence_audio/Sentence_for_entry_1465_02.wav,ᏏᏊ ᏐᎢ ᏥᏍᎬᏏ,sikwu hso'i tsihskhvhsi
train,training_data/processed/sentence_audio/Sentence_for_entry_0765_01.wav,ᏂᏚᎾᎳᏑᏢᎾ ᎠᏁᏙᎭ,nitunalahsulhvna anetoha
train,training_data/processed/sentence_audio/Sentence_for_entry_1307_02.wav,ᏧᎳᏍᎩ ᎠᏔᎴᏒ ᎧᏅᏫᎠ ᏔᎷᎩᏍᎩ ᏗᎧᏅᏫᏍᎩ,tsulahski athalehsv khanvwi'a thalukihski tikhanvwihski
train,training_data/processed/sentence_audio/Sentence_for_entry_0772.wav,ᎡᏝᏪ ᎨᏒ ᏴᏫ ᎦᏬᏂᏍᎩ ᎦᏬᏂᏍᎬ ᎢᎪᎯᏓ,elhawe kehsv yvwi kawonihski kawonihskv ikohita
train,training_data/processed/sentence_audio/Sentence_for_entry_1607.wav,ᏓᏆᎴᎳ ᎤᎲ ᎤᏠᏱ ᎠᏆᏚᎵᎭ,takwalela uhv ulhoyi akwatuliha
train,training_data/processed/sentence_audio/Sentence_for_entry_1638.wav,ᎯᎳ ᎢᎦ ᏚᏗᏔᎮ ᎩᎳ ᎤᏴᏍᏓᎡᎢ,hila ika tutithahe khila uyhvhsta'e'i
train,training_data/processed/sentence_audio/Sentence_for_entry_0641.wav,ᎦᏣᏄᎵ ᎤᏩᏕᏯᏍᏔᎾ ᎠᏕᏲᎲ ᏚᏟᏆᏗᏅᏒ ᏓᏆᎴᎳ,katsanuli uwateyhsthana ateyohv tulhihkwatinvhsv takwalela
train,training_data/processed/sentence_audio/Sentence_for_entry_1776.wav,ᏱᏚᏏᏛᏂᎳ ᎤᏬᏰᏂ ᎤᏪᎯᏍᏓᏁᎰᎢ,yituhsihthvnila uwoyeni uwehihstaneho'i
train,training_data/processed/sentence_audio/Sentence_for_entry_0013.wav,ᎠᏓᏙᎵᏍᏗ ᎤᏔᏲᏢ ᎠᎵᏣᏙᎲᏍᎩ,atatolihsti uthayolhv alhtsatohvhski
train,training_data/processed/sentence_audio/Sentence_for_entry_1136_01.wav,ᏣᏲᏏᎭᏍ Ꮭ,tsayohsihahs lha
train,training_data/processed/sentence_audio/Sentence_for_entry_0459.wav,ᎭᏑᏯᎩ ᎢᏳᏍᏗ ᏣᏚᎵᏍᎬᎢ,hahsuyaki iyuhsti tsatulihskv'i
train,training_data/processed/sentence_audio/Sentence_for_entry_1368_02.wav,ᏂᎬ ᎤᏪᏙᎵᏓᏍᏗ ᎤᎸᏉᏗ,nikhv uwetolitahsti ulvkwhti
train,training_data/processed/sentence_audio/Sentence_for_entry_1759.wav,ᎠᏴᏓᏆᎶᏍᎬ ᎠᏆᏛᏓᏍᏙᏗ ᎠᎩᎸᏉᏗ,ayhvtakwalohskv akwahthvtahstohti akilvkwhti
train,training_data/processed/sentence_audio/Sentence_for_entry_0242.wav,ᎯᎳ ᎢᏯᏂᎢ ᎠᏣᏗ ᏕᎯᏂᏴᎮ,hila yani'i atsati tehiniyvhe
train,training_data/processed/sentence_audio/Sentence_for_entry_1035.wav,ᎩᏝ ᏄᏍᏓ ᏣᏄᏮᎢ,kitlha nuhsta tsanhuwv'i
train,training_data/processed/sentence_audio/Sentence_for_entry_1429.wav,ᏍᏗᎩᏓ ᏚᏂᏯᏪᎬᎢ ᏍᏆᏞᏍᏗ ᏚᎾᏁᎶᏅᎢ,stikhita tuniyawekv'i hskwalhehsti tunanelonhv'i
train,training_data/processed/sentence_audio/Sentence_for_entry_0081.wav,ᎦᏙ ᎤᏍᏗ ᎠᏗᎭ,kato uhsti atiha
train,training_data/processed/sentence_audio/Sentence_for_entry_0825.wav,ᎠᎹᏱ ᏭᏕᎵᏨ ᎦᏆᏘᏗ ᎤᏓᏆᏕᏍᏔᎾ,amayi wutelitsv kakwathti utakwatehsthana
train,training_data/processed/sentence_audio/Sentence_for_entry_0172.wav,ᎦᏍᎩᎸ ᎯᏝᎲᎦ Ꮎ ᎫᎫ,kahskilv hilhahvka na kuku
train,training_data/processed/sentence_audio/Sentence_for_entry_0182.wav,ᎪᎱᏍᏗ ᏯᏍᎦᏍᏓᏁ ᎠᏫ ᎠᏟᏴᏌᎾᏩᏍᏗᏍᎪᎢ,kohuhsti yahskahstane awhi alhiyvhsanawhstihsko'i
train,training_data/processed/sentence_audio/Sentence_for_entry_0569.wav,ᏧᏓᏅᎦᎸᏓ ᏔᎿᏬᏣ,tsutanvkalvta thanhawotsa
